title,project,issue_type
"Include a bean's type in the auto-configuration report?",spring-boot,ENHANCEMENT
"Make it more obvious that web.xml and web-fragment.xml are ignored when running with an embedded container",spring-boot,ENHANCEMENT
"white page instead of exception when error.whitelabel.enabled=false",spring-boot,ENHANCEMENT
"Allow Gson to be configured declaratively",spring-boot,ENHANCEMENT
"Investigate walkmod",spring-boot,ENHANCEMENT
"Option for light(er)weight packaging",spring-boot,ENHANCEMENT
"Unconfigurable (and inefficient) Jackson ObjectMapper instances",spring-boot,ENHANCEMENT
"Investigate Tomcat JarScanning speed improvements",spring-boot,ENHANCEMENT
"DataSourceBuilder with @ConfigurationProperties prefix confusing error msg",spring-boot,ENHANCEMENT
"Autoconfig for AsyncTaskExecutor",spring-boot,ENHANCEMENT
"Simplify agent setup for Boot Maven plugin",spring-boot,ENHANCEMENT
"Add checksum report as option during build phase",spring-boot,ENHANCEMENT
"Provide properties to set the number of threads of spring TaskScheduler",spring-boot,ENHANCEMENT
"MariaDB4j integration?",spring-boot,ENHANCEMENT
"Remove explicit Hibernate subclass literal from JpaProperties",spring-boot,ENHANCEMENT
"Allow @AutoConfigureBefore/After to specify packages",spring-boot,ENHANCEMENT
"Provide a callback to decrypt DB passwords",spring-boot,ENHANCEMENT
"Allow @ConfigurationProperties binding on interfaces",spring-boot,ENHANCEMENT
"How to use the class Health with RestTemplate",spring-boot,ENHANCEMENT
"Make it easier to pass arguments to app launched via Gradle bootRun",spring-boot,ENHANCEMENT
"Look at the way that ratpack does dependencies",spring-boot,ENHANCEMENT
"Investigate continuous compile from Gradle",spring-boot,ENHANCEMENT
"MessageSourceAutoConfiguration does not consider @PropertySources",spring-boot,ENHANCEMENT
"Support for JSP taglibs in freemarker",spring-boot,ENHANCEMENT
"Provide a more helpful error message for when @EnableAutoConfiguration is not specified in a spring-boot-starter-web application.",spring-boot,ENHANCEMENT
"50x errors should show the root cause in the top header.",spring-boot,ENHANCEMENT
"Confusing error message when trying to render a template as a static web page",spring-boot,ENHANCEMENT
"Support for HAML templates in MVC",spring-boot,ENHANCEMENT
"Spring Boot should provide an easy to read 50x page",spring-boot,ENHANCEMENT
"Promote the use of multiple profiles as a core practice",spring-boot,ENHANCEMENT
"Expose DefaultConversionService or ConversionServiceFactoryBean while scanning for implemented Converter's",spring-boot,ENHANCEMENT
"AspectJ based load time weaving using an LTW aware classloader without Java agent on "java -jar app.jar"",spring-boot,ENHANCEMENT
"JRuby cannot read gems from an embedded jar",spring-boot,ENHANCEMENT
"Support for Thymeleaf templates and static resources in Starter-like modules",spring-boot,ENHANCEMENT
"inproctester like feature?",spring-boot,ENHANCEMENT
"Enhance WebSockets auto-configuration to notice messaging",spring-boot,ENHANCEMENT
"CoreCLR build: Deprecate unused variables used in the build",coreclr,QUESTION
"Tiered jitting: We need a working x86 full-stack build so that the VS profiler team can test our feature",coreclr,QUESTION
"Rethink the Microsoft.NETCore.ILAsm NuGet package",coreclr,QUESTION
"[Question] Why are we getting the number of cores, rather than the number of logical processors?",coreclr,QUESTION
"[Infrastructure] Add header files to native Visual Studio coreclr projects",coreclr,QUESTION
"ARM64 Windows build: warning D9002: ignoring unknown option '/diagnostics:classic'",coreclr,QUESTION
"Many CI Perf Tests Correctness Warnings: about targeting .NETFramework,Version=v4.0",coreclr,QUESTION
"Refactor build scripts to have common code in a common script file",coreclr,QUESTION
"[Infrastructure/Windows] Remove spmi artifacts from cross component mscorlib builds on Windows.",coreclr,QUESTION
"[Infrastructure/Windows] Optimize test build on Windows",coreclr,QUESTION
"Reduce the number of runtime dependencies required to be installed",coreclr,QUESTION
"Move disable warning options from compileoptions.cmake to warningcontrol.h",coreclr,QUESTION
"Remove /p:OverwriteOnPublish from pipebuild definitions",coreclr,QUESTION
"Add support for OpenSuse 42.2 in .NET CoreCLR 1.1.0",coreclr,QUESTION
"link option for PIE executable",coreclr,QUESTION
"Add linux-arm64 to official builds",coreclr,QUESTION
"Stop building Ubuntu 16.10 on all branches",coreclr,QUESTION
"Remove Roslyn workaround when we get fixed compiler",coreclr,QUESTION
"[Windows/ARM64] Windows cross build for Windows Arm64 fails with missing toolset dir",coreclr,QUESTION
"Builds on linux fail to produce a native build log in `bin\Logs`",coreclr,QUESTION
"Building tests not successful on Mac OSX 10.12",coreclr,QUESTION
"Multiple users are not able to build CoreCLR on the same Linux machine.",coreclr,QUESTION
"JIT isinst tests hitting bug in compiler",coreclr,QUESTION
"Add support for not breaking Windows build on warnings",coreclr,QUESTION
"[Arm64/Windows] Assembler out of date with respect to ARMv8 ARM syntax",coreclr,QUESTION
"Error "Class not registered" when building inject_debug_resources.vcxproj",coreclr,QUESTION
"Build.cmd should check the version ID of cmake before proceeding",coreclr,QUESTION
"The "build info" string included in libcoreclr.so contains invalid data",coreclr,QUESTION
"runtest.sh failure resolving CoreDisTools on Mac OS X 10.12.4",coreclr,QUESTION
"Split ARCH_SOURCES_DIR into target and platform ones",coreclr,QUESTION
"Use run command in runtest.cmd",coreclr,QUESTION
"Freebsd ELF binary type "0" not known.",coreclr,QUESTION
""build.sh" no longer has a option for clean build",coreclr,QUESTION
"Use -fno-strict-aliasing",coreclr,QUESTION
"Displace build dependency on perl, python etc. by shell or javascript",coreclr,QUESTION
"Disallow build warnings",coreclr,QUESTION
"enable Link Time Optimization for building coreclr on Ubuntu 14.04",coreclr,QUESTION
"Problem building on Arch Linux: min/max not defined",coreclr,QUESTION
"ARM CI builds broken",coreclr,QUESTION
"Unify PackageTaskDir across Windows/non-Windows builds",coreclr,QUESTION
"The build tools for Visual Studio 2010 (Platform Toolset = 'v100') cannot be found",coreclr,QUESTION
"Move to cmake based incremental build from python",coreclr,QUESTION
"Compile runtime with -fvisibility=hidden",coreclr,QUESTION
"OSX build instructions update",coreclr,QUESTION
"Generate asmparse.c using a standard bison/yacc",coreclr,QUESTION
"Add support for explicit setting culture info for build tools and internal .net messages and resources",coreclr,QUESTION
"Update documentation fo Unix Platforms",coreclr,QUESTION
"Facilitate using CMake's standard mechanism to find CoreCLR",coreclr,QUESTION
""build clean" fails, "build x64 debug" fails, "build x64 release" success",coreclr,QUESTION
"Update windows build instructions",coreclr,QUESTION
"Sharing build scripts between corefx and coreclr",coreclr,QUESTION
"Fix all or most of the remaining warnings in CoreCLR on Linux",coreclr,QUESTION
"Unset cached variables if necessary after CMake failure",coreclr,QUESTION
"CMake WIN32 usage",coreclr,QUESTION
"Have both lite and rich pkgs of PSCore6.x",PowerShell,QUESTION
"PowerShell on macOS depends on third-party installed libraries",PowerShell,QUESTION
"building appimage should produce a log file",PowerShell,QUESTION
"Changelog generation automation",PowerShell,QUESTION
"Can't install 32-bit/64-bit PowerShell together when using MSI installer",PowerShell,QUESTION
"Simple commands cause Segmentation Fault",PowerShell,QUESTION
"GitHub don't report CI status",PowerShell,QUESTION
"'The preLaunchTask 'xxxx' cannot be tracked.' after update to VS Code 1.18.0 ",PowerShell,QUESTION
"Investigate if we can use `cache` keyword in .travis.yml to cache the brew cache",PowerShell,QUESTION
"Start-PsBuild hangs for the first time",PowerShell,QUESTION
"The [Feature] tag in PR commit message doesn't reliably trigger full build on Travis CIs",PowerShell,QUESTION
"The icon of powershell AppImage is not set properly",PowerShell,QUESTION
"PowerShell Core AppImage breaks networking on Ubuntu, Debian, CentOS, and RedHat",PowerShell,QUESTION
"Beta.8 - Installation not removing previous version (Beta.7)",PowerShell,QUESTION
"Feature: Windows Installer to offer option of context menu to open PowerShell in explorer",PowerShell,QUESTION
"WIX logs should be made into artifacts",PowerShell,QUESTION
"32 bit needed",PowerShell,QUESTION
"Powershell is building nativemsh/pwrshexe causing the x86 build to fail on appveyor",PowerShell,QUESTION
"start-pspackging should verify -psmodulerestore was used to build",PowerShell,QUESTION
"start-pspester -unelevate should use the passthru mechanism to verify tests pass",PowerShell,QUESTION
"Installing on centos 7.3 fails using `install-powershell.sh`",PowerShell,QUESTION
"Can we get a release that runs on Alpine?",PowerShell,QUESTION
"Install-Module Default Modules Path is Under Versioned PowerShell Folder",PowerShell,QUESTION
"make myget registration resilient to transient connection issues",PowerShell,QUESTION
"Get packaging working with newer FPM",PowerShell,QUESTION
"Produce ref assembly for PowerShell Standard 5.1 to enable portable modules",PowerShell,QUESTION
"Where are the SPEC file for RHEL/CentOS/Fedora?",PowerShell,QUESTION
"default shortcut on Windows remaps ANSI colors 35,36",PowerShell,QUESTION
"Automate release publishing to github",PowerShell,QUESTION
"Automate MacOS Release build",PowerShell,QUESTION
"Need to automate as many steps as possible in our release process",PowerShell,QUESTION
"Move Start-TypeGen logic from Build.psm1 to SDK csproj file",PowerShell,QUESTION
"Package names for SuSe and CentOS still use "_" - "6.0.0_beta.1"",PowerShell,QUESTION
"PowerShell binaries in zip pkg should be signed",PowerShell,QUESTION
"Update Start-PSBootstrap for Debian",PowerShell,QUESTION
"Publish runtime 6.0 assemblies to Nuget",PowerShell,QUESTION
"missing path to system modules in $env:PSModulePath in microsoft/powershell Docker base image",PowerShell,QUESTION
"New Bash Installer",PowerShell,QUESTION
"Linux alpha.18 install script is deploying alpha.17",PowerShell,QUESTION
"The windows installer should create a common path you can run the latest powershell from",PowerShell,QUESTION
"Duplicated test completion functions",PowerShell,QUESTION
"Add support for SLES 12",PowerShell,QUESTION
"Publish PowerShell NuGet packages for Linux/OSX platforms",PowerShell,QUESTION
"Meta-package project "Microsoft.PowerShell.SDK" generates an empty assembly",PowerShell,QUESTION
"Build powershell core in Visual Studio 2017",PowerShell,QUESTION
"Revisit macOS crypto patching logic and install instructions",PowerShell,QUESTION
"PowerShell MSI uninstallation issues",PowerShell,QUESTION
"Replace powershell.version by code gen",PowerShell,QUESTION
"Remove warnings when we run the AppImage format of Powershell",PowerShell,QUESTION
"Issue build new platforms: Restore-PSModule uses PackageManagement to restore PackageManagement",PowerShell,QUESTION
"AuthorizationManager check failed when executing a script",PowerShell,QUESTION
"Document and setup up Fedora releases",PowerShell,QUESTION
"Locale native test fails on Unix",PowerShell,QUESTION
"Dotnet-resgen now support <lang>",PowerShell,QUESTION
"MSI Package Uninstall Does not Cleanup Some Things Due to Non-Compliance with MSI Best Practices and Conventions",PowerShell,QUESTION
"Download.sh for alpha 13 references alpha 11",PowerShell,QUESTION
"VSCode corrupts 'registered sign' character",PowerShell,QUESTION
"We don't upload all PR artifacts in AppVeyor CI",PowerShell,QUESTION
"Package build fails on macOS in Travis in fpm",PowerShell,QUESTION
"Remove dotnet pinning",PowerShell,QUESTION
"Support for running Powershell on top of mono",PowerShell,QUESTION
"Local spellchecking",PowerShell,QUESTION
"Ability to create the package based on features.",PowerShell,QUESTION
"Bundled Modules should be installed in \Name\Version\ folders in PSCore",PowerShell,QUESTION
"Invoke-NativeExecutable -NoSudo",PowerShell,QUESTION
"Remove the "code was generated by a tool" comments should be removed from *.Generated.cs files under src/Microsoft.PowerShell.GraphicalHost",PowerShell,QUESTION
"Modules like PowerShell Get need the version bumped up when modified",PowerShell,QUESTION
"Package the Ubuntu 16.04 with the snap format",PowerShell,QUESTION
"Remove requirement for full VS install to build",PowerShell,QUESTION
"prebuilt binary downloads should be available in flatpak format ",PowerShell,QUESTION
"Add PowerShell to Ubuntu Repositories",PowerShell,QUESTION
"Release .deb packages for Debian Stable",PowerShell,QUESTION
"Fedora RPM",PowerShell,QUESTION
"Add Centos 6 support (GLIBC 2.12)",PowerShell,QUESTION
"Can't run ./tools/download.sh on Debian",PowerShell,QUESTION
"Ubuntu software center does not show License information for PowerShell package",PowerShell,QUESTION
"Remove About_*** Help that is specific to Windows",PowerShell,QUESTION
"Partner CmdLets are missing or not loading",PowerShell,QUESTION
"CI check for files encoding",PowerShell,QUESTION
"Add test for verifying the default language mode",PowerShell,QUESTION
"Port NamedPipes tests from BVT/DRTs",PowerShell,QUESTION
"Port FileSystem tests for NTFS alternate streams",PowerShell,QUESTION
"Need to remove dependency on TaskScheduler.tlb for Microsoft.PowerShell.ScheduledJob.dll",PowerShell,QUESTION
"Move admin\monad\src\Activities\Generated\Update-PowerShellActivitySource.ps1 to Github",PowerShell,QUESTION
"Xaml and other resources are not embeded into Microsoft.PowerShell.GraphicalHost and Microsoft.PowerShell.Activities.dll",PowerShell,QUESTION
"Ensure nuget based reference assemblies are created for PowerShell",PowerShell,QUESTION
"are we going to have a .src.rpm as well?",PowerShell,QUESTION
"dotnet fires a resolve event for "System.Core.dll", when it should not",PowerShell,QUESTION
"Remove the type catalog generator",PowerShell,QUESTION
"Remove Linux configuration",PowerShell,QUESTION
"ng-repeat track by $index with custom directive",angular.js,AREA_BUILD
"$location.search() returns undefined when base href does not match URL",angular.js,AREA_BUILD
"More modern alternative to Angular 1's DI",angular.js,AREA_BUILD
"ngTranscludeLocals: assign values into transcluded scopes",angular.js,AREA_BUILD
"Muli-slot with transclude: 'element' behavior",angular.js,AREA_BUILD
"AngularJS 1.5 directive link execution order",angular.js,AREA_BUILD
"ngSanitize 1.5.0 triggers Internet Explorer memory leak",angular.js,AREA_BUILD
"Problems with ngModel input and Chinese IME",angular.js,AREA_BUILD
"Form level validation workflow",angular.js,AREA_BUILD
"ngAnimate's ng-animate-ref does not work when anchoring between 2 directive's templates",angular.js,AREA_BUILD
"Testing docs don't have info about angular spying",angular.js,AREA_BUILD
"Replace: true doesn't keep attributes that have been set on the element in the compile fn",angular.js,AREA_BUILD
"make $document a constant rather than service",angular.js,AREA_BUILD
"Input[type=email] is not reset on model reset",angular.js,AREA_BUILD
"fix(ngClass): remove classes already on the dom",angular.js,AREA_BUILD
"$log conflicts with other code that messes with console",angular.js,AREA_BUILD
"fix($location): path to work with full url",angular.js,AREA_BUILD
"Updated angular extend to ignore undefined properties",angular.js,AREA_BUILD
"feat(ngResource): support extending resources",angular.js,AREA_BUILD
"feat(ngRoute): add method $route.silent(path) for change location path without triggering route controller",angular.js,AREA_BUILD
"An option to have AngularJS leave the URL hash-fragment alone",angular.js,AREA_BUILD
"Anchor links in HTML5 mode go to 'base url' and trigger a navigation event",angular.js,AREA_BUILD
"feat($on#event.preventDefault(promise)) optionally pass a promise into `preventDefault`",angular.js,AREA_BUILD
"Directly modifying the URL path & search without any side effects.",angular.js,AREA_BUILD
"$scope.$listeners(name) should return array of registered listeners for "name"",angular.js,AREA_BUILD
"encodeUriSegment in resource encodes params, should be optional",angular.js,AREA_BUILD
"Profiler Interest Group - Announcements",coreclr,AREA_BUILD
"High virtual memory usage on Ubuntu 16",coreclr,AREA_BUILD
"[Jit x86] Strange property inlining (Desktop CLR v4.7.2053.00)",coreclr,AREA_BUILD
"Debugging linux dump",coreclr,AREA_BUILD
"[Question][GCInfo] How StackSlotIdKey.m_offset calculated for gc argument passed by stack?",coreclr,AREA_BUILD
"Can I link some open source issues we(open source community) are having with assembly bindings here? ",coreclr,AREA_BUILD
"FnGetCLRRuntimeHost should probably take void** instead of IUnknown**",coreclr,AREA_BUILD
"[Arm64] JIT NYI questions ",coreclr,AREA_BUILD
"[Question] Forking of CoreCLR process",coreclr,AREA_BUILD
"Directly loading .ni.dll works differently from each `FNV/R2R`",coreclr,AREA_BUILD
"Does corerun or coreclr work normally when it loads only dll file if there are .ni.dll and .dll?",coreclr,AREA_BUILD
"How to check a dll's ni file(with FragileNonVersionable option) is loaded?",coreclr,AREA_BUILD
"Using Your Build - nuget package",coreclr,AREA_BUILD
"Optional parameter addition should not be a breaking change if overload resolution is still possible (not ambiguous)",coreclr,AREA_BUILD
"Memory leaks on 1.0.4",coreclr,AREA_BUILD
"[Question] Will UWP6.0 Milestone Support Windows IoT",coreclr,AREA_BUILD
"[Question] Type information in gdb is mixed and incorrect when debugging multiple JIT module",coreclr,AREA_BUILD
"DllImport cross-platform best practices?",coreclr,AREA_BUILD
"AppContext.TargetFrameworkName always returns null - bug or by design?",coreclr,AREA_BUILD
"[Linux] How to view static fields of generics in SOS?",coreclr,AREA_BUILD
"[Question] Testing DAC compliance of changes in code base",coreclr,AREA_BUILD
"[Question] Will the dotnet runtime be updateable automatically via windows update?",coreclr,AREA_BUILD
"Debugging API",coreclr,AREA_BUILD
"Investigate why SOS command 'ClrStack -i' does not work with code created through IMetaDataEmit.",coreclr,AREA_BUILD
"corerun.exe unhandled execption at KernelBase.dll when debugging on Windows 7 x64",coreclr,AREA_BUILD
"[Question] Cross compile for ARM on non-Debian",coreclr,AREA_BUILD
"[Question] Mentions of 'Rotor' in the source code",coreclr,AREA_BUILD
"How to profile the ni.dll from crossgen?",coreclr,AREA_BUILD
"Process hang in "coreclr!Thread::DoAppropriateWaitWorker+21b "",coreclr,AREA_BUILD
"[Arm64] Audit/document Arm64 register usage",coreclr,AREA_BUILD
"Performance decrease when using interfaces",coreclr,AREA_BUILD
"Support for ClearLinux?",coreclr,AREA_BUILD
"Support for oracle solaris on SPARC 64bit processor",coreclr,AREA_BUILD
"[Question] Can Virtual Stub Dispatch be "inlined"?",coreclr,AREA_BUILD
"[Question] How to get coreclr version from application",coreclr,AREA_BUILD
"System.Exception.StackTrace virtual property is not used in base ToString impl.",coreclr,AREA_BUILD
"JIT: AOT compilation mode (low throughput) for RyuJIT?",coreclr,AREA_BUILD
"Update coreclr build configurations for Fedora 24 and 25",coreclr,AREA_BUILD
"Detecting the user or the system closing .NET Core console application",coreclr,AREA_BUILD
"PROPOSAL: Reintroduce ICorRuntimeHost::DefaultDomain()-sort-of API on Windows",coreclr,AREA_BUILD
"Question: what remaining SOS commands need to be ported to Linux/OS X",coreclr,AREA_BUILD
"Possible to license or use a version of clrdbg outside vscode or visual studio?",coreclr,AREA_BUILD
"AssemblyLoadContext: Loading platform specific assets in a custom AssemblyLoadContext",coreclr,AREA_BUILD
"GC behavior under pressure?",coreclr,AREA_BUILD
"Add Centos 6 support",coreclr,AREA_BUILD
"Design discussion: finding uses in LIR",coreclr,AREA_BUILD
"How to uninstall entire dnx/dnu/dotnet stuff from MacOSX?",coreclr,AREA_BUILD
"Profiling: How to get GC Metrics in-process",coreclr,AREA_BUILD
"MDVEHandlerClass::QueryInterface() fails to retrieve IUnknown",coreclr,AREA_BUILD
"System.SizedReference is full of suspicious magic",coreclr,AREA_BUILD
"Failed to load CoreCLR.dll",coreclr,AREA_BUILD
"Reversed fixed? convert byte* to byte[]",coreclr,AREA_BUILD
"Hook getEHinfo",coreclr,AREA_BUILD
"Missing [HandleProcessCorruptedStateExceptions]",coreclr,AREA_BUILD
"CorHost2::ExecuteInDefaultAppDomain() swallows exceptions",coreclr,AREA_BUILD
"Question: Checking for managed exceptions from the hosting APIs",coreclr,AREA_BUILD
"Will CoreCLR support C++/CLI crossplat?",coreclr,AREA_BUILD
"Documentation and code for Thread Pool",coreclr,AREA_BUILD
"openasync not available for Idbconnection",Dapper,AREA_BUILD
"About Query<T> Method Problem",Dapper,AREA_BUILD
"Specific test shows EF faster than Dapper",Dapper,AREA_BUILD
"Struggling to understand how to combine Multi Mapping with QueryMultiple",Dapper,AREA_BUILD
"IEnumerable<string> does not respect TypeMap",Dapper,AREA_BUILD
"Document Translation",dubbo,AREA_BUILD
"å¸Œæœ›åœ¨æ–‡æ¡£ä¸­å?¯ä»¥ç»™å‡ºè¯¦ç»†ä¸€äº›çš„çº¿ç¨‹æ¨¡åž‹å›¾",dubbo,AREA_BUILD
"dubbo provideræ€Žä¹ˆä¼ é€’æ¶ˆæ?¯ç»™consumer",dubbo,AREA_BUILD
"dubboçŽ°åœ¨è¿˜ä¼šè€ƒè™‘å¯¹åˆ†å¸ƒå¼?äº‹åŠ¡çš„æ”¯æŒ?å?—ï¼Ÿ",dubbo,AREA_BUILD
"å¤šè¯­è¨€æ”¯æŒ?",dubbo,AREA_BUILD
"dubboå?¯ä¸?å?¯ä»¥æ”¯æŒ?ç›¸å?ŒæŽ¥å?£ï¼ŒæŒ‡å®šè°ƒç”¨æœ?åŠ¡ç³»ç»Ÿ",dubbo,AREA_BUILD
"[gradle] Android - Gradle build with dynamic applicationId?",fastlane,AREA_BUILD
"[question] Upload build notes/metadata",fastlane,AREA_BUILD
"Multiplatform best practice?",fastlane,AREA_BUILD
"How do I set the destination filepath explicitly for every input file?",fpm,AREA_BUILD
"ERROR: Failed to build gem native extension",fpm,AREA_BUILD
"[beta] Check if GitHub is already linked to an existing account",freeCodeCamp,AREA_BUILD
"Descriptive text of Filter method flawed",freeCodeCamp,AREA_BUILD
"Callback Functions are introduced without a description",freeCodeCamp,AREA_BUILD
""Exact Change" algorithm challenge should return single data type.",freeCodeCamp,AREA_BUILD
"Alt attribute in img not recognized",freeCodeCamp,AREA_BUILD
"Dynamic variable in for loop causes crash",freeCodeCamp,AREA_BUILD
"Map: Labels arrows don't change direction when click on them",freeCodeCamp,AREA_BUILD
"Move all images on the freeCodeCamp platform over to S3",freeCodeCamp,AREA_BUILD
"Weather API issues",freeCodeCamp,AREA_BUILD
"Code is not saved",freeCodeCamp,AREA_BUILD
"Create or find a Calendar Heatmap React component",freeCodeCamp,AREA_BUILD
"Smallest Common Multiple -- add a note about // noprotect",freeCodeCamp,AREA_BUILD
"The file client/main.js is seemingly never executed",freeCodeCamp,AREA_BUILD
"Add "Community" dropdown to production",freeCodeCamp,AREA_BUILD
"Make Font Awesome Icons accessible to visually impaired campers",freeCodeCamp,AREA_BUILD
"Reactify User Profile Page",freeCodeCamp,AREA_BUILD
"Challenge is getting accepted without sufficient code.",freeCodeCamp,AREA_BUILD
"Make the "Reset your code" modal tab-accessible for Screen Reader users",freeCodeCamp,AREA_BUILD
"The commented code is considered for code validatation rather than just comment!",freeCodeCamp,AREA_BUILD
"Challenge font and font size changes when refreshing or opening with direct link",freeCodeCamp,AREA_BUILD
"Mobile preview render of 12 column grid not properly displaying",freeCodeCamp,AREA_BUILD
"Course idea: React Native basics using REPL.it's new classroom feature",freeCodeCamp,AREA_BUILD
"Generator functions for ES6 [FCC BETA]",freeCodeCamp,AREA_BUILD
"Replace Ionic icons with their Font Awesome equivalents and remove Ionic as a dependency ",freeCodeCamp,AREA_BUILD
"[beta] Expand tests for different styling formats",freeCodeCamp,AREA_BUILD
"Hover State of Anchor Tag Test Insufficient",freeCodeCamp,AREA_BUILD
"Local Scope and Functions issue with commented code.",freeCodeCamp,AREA_BUILD
"[Beta] ES6 Section: some missing tests and titles, text needs formatting",freeCodeCamp,AREA_BUILD
"Introduction missing for Advanced Node and Express section (Beta site)",freeCodeCamp,AREA_BUILD
"Introduction missing for Quality Assurance and Testing with Chai section (Beta)",freeCodeCamp,AREA_BUILD
"Contents of editor can not be reviewed by screen readers",freeCodeCamp,AREA_BUILD
"Erroneous behavior in "Specify How Fonts Should Degrade" challenge",freeCodeCamp,AREA_BUILD
"Update Linking Twitter or LinkedIn handles on settings page.",freeCodeCamp,AREA_BUILD
"Grape logger invalid",grape,AREA_BUILD
"Grape DSL: Return different entities",grape,AREA_BUILD
"`before` block called before valid route is checked for.",grape,AREA_BUILD
"grape no response and high CPU usage when exception raise.",grape,AREA_BUILD
"api.request.input and param filtering",grape,AREA_BUILD
"undefined method `parser_for' for Grape::Parser::Base:Module",grape,AREA_BUILD
"Uncaught :error in Grape::Middleware::Error#handle_error",grape,AREA_BUILD
"Intermittent NoMethodError formatter_for errors",grape,AREA_BUILD
"ProtocolException: unexpected end of stream while downloading a file",okhttp,AREA_BUILD
"java.lang.NullPointerException",okhttp,AREA_BUILD
"http works, https has no post data and is slower",okhttp,AREA_BUILD
"unexpected end of stream,content length is correct.",okhttp,AREA_BUILD
"Calling cancel() does not close the connection/stream",okhttp,AREA_BUILD
"W/System.err: remove failed: ENOENT (No such file or directory)",okhttp,AREA_BUILD
"NullPointerException at BasicTrustRootIndex when caCert.getSubjectX500Principal() is null",okhttp,AREA_BUILD
""java.security.cert.CertPathValidatorException: Trust anchor for certification path not found." ",okhttp,AREA_BUILD
"[okhttp:3.8.0] SSLSocketFactory Crash with Android 4.1.2.",okhttp,AREA_BUILD
"I have a lot of thread locked in my tomcat, and this may be related to okhttp",okhttp,AREA_BUILD
"PHP webservice getting Blank Request when POST Requested with gZip Compression From Retrofit",okhttp,AREA_BUILD
"`isCleartextTrafficPermitted()` fails on OpenJDK 8 + Robolectric",okhttp,AREA_BUILD
"foreach iterates once over functions that return $null if they are not enclosed in parentheses",PowerShell,AREA_BUILD
"Docker PowerShell Commands not found",PowerShell,AREA_BUILD
"System.Collections.Queue throws error when piped to Get-Member",PowerShell,AREA_BUILD
"Can't install 32-bit/64-bit PowerShell together when using MSI installer",PowerShell,AREA_BUILD
"Export-CLIXml discards Autogenerated Methods from WebServiceProxy ",PowerShell,AREA_BUILD
"Support for DependencyModel",PowerShell,AREA_BUILD
"Value bound to a mandatory param when prompted is not available in dynamicParam block",PowerShell,AREA_BUILD
"Is there a way to avert the diamond dependency problem for modules that use .Net types?",PowerShell,AREA_BUILD
"Import-Module: incorrect scope, confusing parameters, wrong documentation?",PowerShell,AREA_BUILD
"Duplicate class name PinvokeDllNames",PowerShell,AREA_BUILD
"Binary for Ubuntu 17.10",PowerShell,AREA_BUILD
"Is there a way to redirect output from an exe/jar that expects user input",PowerShell,AREA_BUILD
"Invoke-RestMethod parses octet-stream responses (binary) incorrectly",PowerShell,AREA_BUILD
"Question regarding Antimalware Scan Interface",PowerShell,AREA_BUILD
"Question: How To Find Not Correctly Loaded Files?",PowerShell,AREA_BUILD
"Cannot load PSReadline when lauching from rebol",PowerShell,AREA_BUILD
"Strange behavior with Get-ChildItem",PowerShell,AREA_BUILD
"Recommended terminal settings.",PowerShell,AREA_BUILD
"Systemwide Pointers To Active Version of PowerShell Core",PowerShell,AREA_BUILD
"Feature Request: `Get-History` command showing history from previous sessions",PowerShell,AREA_BUILD
"Intellisense: Dynamic parameters not displayed when another parameter is of a custom type.",PowerShell,AREA_BUILD
"Unable to install powershell on MacOS without root access (brew)",PowerShell,AREA_BUILD
"Suggestion: Add #Requires -Assembly AssemblyName support",PowerShell,AREA_BUILD
"Stuck when I try to set the file with extension .ps1â€˜s propertiy open with ",PowerShell,AREA_BUILD
"conda-forge package for PowerShellCore",PowerShell,AREA_BUILD
"The call operator used on the result of Get-Command 'wildcard*' fails silently, instead of triggering module auto-import or throwing an exception",PowerShell,AREA_BUILD
"How to add PowerShell to an ASP.Net Core 2.0 project?",PowerShell,AREA_BUILD
"Can't download powershell installer package in Azure Mooncake network environment",PowerShell,AREA_BUILD
"Imported the function but still got "is not recognized as the name of a cmdlet, function, script file, or operable program. Check the spelling of the name, or if a path was included, verify that the path is correct and try again."",PowerShell,AREA_BUILD
"New-CimSession throws MissingMethodException",PowerShell,AREA_BUILD
"Can we get a release that runs on Alpine?",PowerShell,AREA_BUILD
"Make ambiguous command calls (when multiple commands have the same name) cause an error under strict mode",PowerShell,AREA_BUILD
"New-PSSession fails - WSMan client library not found",PowerShell,AREA_BUILD
"[System.Security.Cryptography.HashAlgorith]::Create($Hashname) not supported on this platform",PowerShell,AREA_BUILD
"Cannot parse DSC configuration on WMF 4",PowerShell,AREA_BUILD
"PSCredential Parameterbinding quirks",PowerShell,AREA_BUILD
"Applying DSC Config from Powershell Core on Windows",PowerShell,AREA_BUILD
"Directly constructed .NET type instances lack properties that ones output by cmdlets have",PowerShell,AREA_BUILD
"Copy & paste is not working properly on Windows 10",PowerShell,AREA_BUILD
"Where are the SPEC file for RHEL/CentOS/Fedora?",PowerShell,AREA_BUILD
""call depth overflow" exception in Powershell scripts on Mac",PowerShell,AREA_BUILD
"Question: In upcoming releases, is .NET Core 2.0 going to be required?",PowerShell,AREA_BUILD
"Guidance on common verb implemenations?",PowerShell,AREA_BUILD
"Why group System.Diagnostics.Eventing.Reader.EventLogRecord?",PowerShell,AREA_BUILD
"How to handle searching for path separators?",PowerShell,AREA_BUILD
"DSC deployment got reverted even when LCM configuration is set to ApplyandMonitor",PowerShell,AREA_BUILD
